date,turbidity,ctd
2019-06-25,1.0768442,CTD11
2019-07-04,0.5547521,CTD11
2019-07-10,18.539568,CTD11
2019-07-19,6.541963,CTD11
2019-07-26,6.581679,CTD11
2019-07-30,11.787177,CTD11
2019-08-06,0.0,CTD11
2019-08-14,4.04704,CTD11
2019-08-22,5.1385407,CTD11
2019-08-29,11.612713,CTD11
2019-09-04,0.75910544,CTD11
2019-09-10,15.897461,CTD11
2019-09-17,0.0,CTD11
2019-09-18,0.0,CTD11
2019-09-19,2.0755363,CTD11
2019-09-26,29.470585,CTD11
2019-09-27,0.18811044,CTD11
2019-09-28,5.411138,CTD11
2019-10-03,5.051624,CTD11
2019-10-14,2.2315776,CTD11
2019-10-15,4.96224,CTD11
2019-10-16,0.0,CTD11
2019-10-25,58.743176,CTD11
2019-10-30,0.0,CTD11
2019-11-04,2.5575345,CTD11
2019-11-07,0.0,CTD11
2019-11-14,14.557185,CTD11
2019-11-20,3.3307202,CTD11
2019-11-21,6.7986894,CTD11
2019-11-26,3.286469,CTD11
2019-11-27,0.31276166,CTD11
2019-12-02,4.447035,CTD11
2019-12-05,18.78585,CTD11
2019-12-07,8.228027,CTD11
2019-12-11,4.139603,CTD11
2019-12-16,0.0,CTD11
2019-12-26,0.15299883,CTD11
2020-01-03,0.0,CTD11
2020-01-08,0.0,CTD11
2020-01-17,0.0,CTD11
2020-01-23,0.56147027,CTD11
2020-01-29,0.8333094,CTD11
2020-02-04,4.8535438,CTD11
2020-02-11,7.1424823,CTD11
2020-02-20,0.0,CTD11
2020-02-25,0.15435196,CTD11
2020-03-05,0.0,CTD11
2020-03-11,5.2167683,CTD11
2020-03-17,4.071331,CTD11
2020-04-01,4.066536,CTD11
2020-04-07,0.608714,CTD11
2020-04-14,6.4665065,CTD11
2020-04-21,6.1450396,CTD11
2020-04-28,3.5517766,CTD11
2020-05-05,0.0,CTD11
2020-05-12,3.0178382,CTD11
2020-05-13,5.225124,CTD11
2020-05-18,0.18625624,CTD11
2020-05-20,0.028382983,CTD11
2020-05-25,2.6361003,CTD11
2020-06-01,2.6178167,CTD11
2020-06-02,3.1688473,CTD11
2020-06-11,0.11688469,CTD11
2020-06-15,1.4915867,CTD11
2020-06-23,0.5271613,CTD11
2020-06-26,1.7678514,CTD11
2020-07-02,0.0,CTD11
2020-07-07,0.6426458,CTD11
2020-07-17,4.2268553,CTD11
2020-07-23,2.110573,CTD11
2020-07-28,2.3289466,CTD11
2020-08-04,1.8393276,CTD11
2020-08-13,1.3976252,CTD11
2020-08-19,0.38663647,CTD11
2020-08-26,1.1963024,CTD11
2020-09-03,0.5805551,CTD11
2020-09-10,0.19707946,CTD11
2020-09-16,0.2715749,CTD11
2020-09-24,0.0,CTD11
2020-09-30,0.0,CTD11
2020-10-08,1.9314471,CTD11
2020-10-14,2.7462144,CTD11
2020-10-22,0.824298,CTD11
2020-10-29,1.019039,CTD11
2020-11-04,3.4196596,CTD11
2020-11-12,0.39107174,CTD11
2020-11-18,6.107352,CTD11
2020-11-25,0.24121425,CTD11
2020-12-03,0.72919464,CTD11
2020-12-10,1.720054,CTD11
2020-12-15,1.4551461,CTD11
2020-12-21,1.3111546,CTD11
2020-12-29,1.635255,CTD11
2021-01-05,2.0893657,CTD11
2021-01-13,3.9130216,CTD11
2021-01-20,0.0,CTD11
2021-01-27,0.47380814,CTD11
2021-02-03,0.9047753,CTD11
2021-02-12,1.1347704,CTD11
2021-02-17,2.371323,CTD11
2021-02-24,5.9403505,CTD11
2021-03-05,1.5786315,CTD11
2021-03-10,1.3707631,CTD11
2021-03-15,5.4242764,CTD11
2021-03-24,1.1843522,CTD11
2021-04-06,1.1367052,CTD11
2021-04-13,2.3685915,CTD11
2021-04-20,1.2685709,CTD11
2021-04-27,0.66913444,CTD11
2021-05-06,0.6965761,CTD11
2021-05-13,0.2606577,CTD11
2021-05-20,1.017352,CTD11
2021-05-25,0.73833704,CTD11
2021-06-02,0.61087584,CTD11
2021-06-08,0.6907787,CTD11
2021-06-14,0.7651245,CTD11
2021-06-22,0.26989803,CTD11
2021-07-01,0.33061603,CTD11
2021-07-06,0.44876307,CTD11
2021-07-14,0.8408675,CTD11
2021-07-20,0.73104256,CTD11
2021-07-27,0.78857017,CTD11
2021-08-03,0.9853832,CTD11
2021-08-09,2.3156443,CTD11
2021-08-13,2.268695,CTD11
2021-08-16,2.01632,CTD11
2021-08-19,2.6635773,CTD11
2021-08-24,0.5672275,CTD11
2021-08-26,2.3161821,CTD11
2021-08-30,2.3340287,CTD11
2021-09-02,3.9145248,CTD11
2021-09-13,1.7521006,CTD11
2021-09-20,1.6763502,CTD11
2021-09-27,0.016878532,CTD11
2021-09-30,1.5735459,CTD11
2021-10-07,1.0801011,CTD11
2021-10-11,0.8375058,CTD11
2021-10-18,1.3931798,CTD11
2021-10-28,2.5441568,CTD11
2021-11-04,1.1917185,CTD11
2021-11-11,1.0562971,CTD11
2021-11-18,1.0845718,CTD11
2021-11-26,16.89673,CTD11
2021-12-01,7.836227,CTD11
2021-12-10,2.6785104,CTD11
2021-12-15,0.959711,CTD11
2021-12-21,12.96178,CTD11
2021-12-28,0.82143325,CTD11
2022-01-04,0.27683505,CTD11
2022-01-12,1.3345801,CTD11
2022-01-19,0.0,CTD11
2022-01-27,1.9068912,CTD11
2022-02-02,1.0395153,CTD11
2022-02-10,1.9822539,CTD11
2022-02-16,0.60463333,CTD11
2022-02-24,0.7475223,CTD11
2022-03-02,0.70835924,CTD11
2022-03-11,1.0206845,CTD11
2022-03-24,3.0272355,CTD11
2022-03-28,4.614738,CTD11
2022-04-06,8.510962,CTD11
2022-04-11,11.572606,CTD11
2022-04-19,1.0605671,CTD11
2022-04-22,2.3246887,CTD11
